"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"331","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","2175","57573","9"
"332","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","2012","57573","10"
"333","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","291","57573","11"
"334","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","37376","42191","12"
"335","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","3127","42191","13"
"336","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","1300","42191","14"
"337","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","388","42191","15"
"338","CD4+CD38-DR-","38-DR-","CD4+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","37131","57573","16"
"339","CD4+CD38+DR-","38+DR-","CD4+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","17563","57573","17"
"340","CD4+CD38-DR+","38-DR+","CD4+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","2016","57573","18"
"341","CD4+CD38+DR+","38+DR+","CD4+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","863","57573","19"
"342","CD8+CD38-DR-","38-DR-","CD8+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","36863","42191","20"
"343","CD8+CD38+DR-","38+DR-","CD8+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","3259","42191","21"
"344","CD8+CD38-DR+","38-DR+","CD8+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","1291","42191","22"
"345","CD8+CD38+DR+","38+DR+","CD8+","1349_3_TH1,2f,2,2f,17.fcs","Baylor","1349_3_TH1,2f,2,2f,17","3","778","42191","23"
"346","","All cells","","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","221525","","1"
"347","","Lymphocytes","All cells","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","143605","221525","2"
"348","","Singlets","Lymphocytes","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","140100","143605","3"
"349","","Live","Singlets","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","133095","140100","4"
"350","CD3+","CD3+","Live","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","99634","133095","5"
"351","CD4+CD8-","CD4+","CD3+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","60174","99634","6"
"352","CD4-CD8+","CD8+","CD3+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","22905","99634","7"
"353","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","52087","60174","8"
"354","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","5680","60174","9"
"355","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","2144","60174","10"
"356","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","263","60174","11"
"357","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","16397","22905","12"
"358","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","5591","22905","13"
"359","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","752","22905","14"
"360","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","165","22905","15"
"361","CD4+CD38-DR-","38-DR-","CD4+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","26518","60174","16"
"362","CD4+CD38+DR-","38+DR-","CD4+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","30647","60174","17"
"363","CD4+CD38-DR+","38-DR+","CD4+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","1467","60174","18"
"364","CD4+CD38+DR+","38+DR+","CD4+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","1542","60174","19"
"365","CD8+CD38-DR-","38-DR-","CD8+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","19528","22905","20"
"366","CD8+CD38+DR-","38+DR-","CD8+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","2641","22905","21"
"367","CD8+CD38-DR+","38-DR+","CD8+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","393","22905","22"
"368","CD8+CD38+DR+","38+DR+","CD8+","1369_1_TH1,2f,2,2f,17.fcs","Baylor","1369_1_TH1,2f,2,2f,17","1","343","22905","23"
"369","","All cells","","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","200732","","1"
"370","","Lymphocytes","All cells","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","129673","200732","2"
"371","","Singlets","Lymphocytes","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","126445","129673","3"
"372","","Live","Singlets","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","120122","126445","4"
"373","CD3+","CD3+","Live","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","90226","120122","5"
"374","CD4+CD8-","CD4+","CD3+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","54357","90226","6"
"375","CD4-CD8+","CD8+","CD3+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","20965","90226","7"
"376","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","47200","54357","8"
"377","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","4982","54357","9"
"378","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","1941","54357","10"
"379","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","234","54357","11"
"380","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","15169","20965","12"
"381","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","4957","20965","13"
"382","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","692","20965","14"
"383","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","147","20965","15"
"384","CD4+CD38-DR-","38-DR-","CD4+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","24349","54357","16"
"385","CD4+CD38+DR-","38+DR-","CD4+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","27290","54357","17"
"386","CD4+CD38-DR+","38-DR+","CD4+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","1331","54357","18"
"387","CD4+CD38+DR+","38+DR+","CD4+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","1387","54357","19"
"388","CD8+CD38-DR-","38-DR-","CD8+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","17765","20965","20"
"389","CD8+CD38+DR-","38+DR-","CD8+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","2440","20965","21"
"390","CD8+CD38-DR+","38-DR+","CD8+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","398","20965","22"
"391","CD8+CD38+DR+","38+DR+","CD8+","1369_2_TH1,2f,2,2f,17.fcs","Baylor","1369_2_TH1,2f,2,2f,17","2","362","20965","23"
"392","","All cells","","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","218825","","1"
"393","","Lymphocytes","All cells","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","140878","218825","2"
"394","","Singlets","Lymphocytes","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","137539","140878","3"
"395","","Live","Singlets","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","130662","137539","4"
"396","CD3+","CD3+","Live","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","99434","130662","5"
"397","CD4+CD8-","CD4+","CD3+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","60165","99434","6"
"398","CD4-CD8+","CD8+","CD3+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","22656","99434","7"
"399","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","52226","60165","8"
"400","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","5532","60165","9"
"401","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","2144","60165","10"
"402","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","263","60165","11"
"403","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","16276","22656","12"
"404","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","5473","22656","13"
"405","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","730","22656","14"
"406","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","177","22656","15"
"407","CD4+CD38-DR-","38-DR-","CD4+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","26522","60165","16"
"408","CD4+CD38+DR-","38+DR-","CD4+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","30634","60165","17"
"409","CD4+CD38-DR+","38-DR+","CD4+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","1424","60165","18"
"410","CD4+CD38+DR+","38+DR+","CD4+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","1585","60165","19"
"411","CD8+CD38-DR-","38-DR-","CD8+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","19437","22656","20"
"412","CD8+CD38+DR-","38+DR-","CD8+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","2524","22656","21"
"413","CD8+CD38-DR+","38-DR+","CD8+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","380","22656","22"
"414","CD8+CD38+DR+","38+DR+","CD8+","1369_3_TH1,2f,2,2f,17.fcs","Baylor","1369_3_TH1,2f,2,2f,17","3","315","22656","23"
"415","","All cells","","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","180988","","1"
"416","","Lymphocytes","All cells","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","84688","180988","2"
"417","","Singlets","Lymphocytes","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","81447","84688","3"
"418","","Live","Singlets","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","77374","81447","4"
"419","CD3+","CD3+","Live","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","50296","77374","5"
"420","CD4+CD8-","CD4+","CD3+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","20847","50296","6"
"421","CD4-CD8+","CD8+","CD3+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","26724","50296","7"
"422","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","14894","20847","8"
"423","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","5119","20847","9"
"424","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","496","20847","10"
"425","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","338","20847","11"
"426","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","12987","26724","12"
"427","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","12668","26724","13"
"428","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","533","26724","14"
"429","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","536","26724","15"
"430","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","9942","20847","16"
"431","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","9862","20847","17"
"432","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","690","20847","18"
"433","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","353","20847","19"
"434","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","24643","26724","20"
"435","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","912","26724","21"
"436","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","878","26724","22"
"437","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_12828_001.fcs","UCLA","TH 22013_12828_001","1","291","26724","23"
"438","","All cells","","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","175206","","1"
"439","","Lymphocytes","All cells","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","75859","175206","2"
"440","","Singlets","Lymphocytes","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","73269","75859","3"
"441","","Live","Singlets","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","69605","73269","4"
"442","CD3+","CD3+","Live","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","49203","69605","5"
"443","CD4+CD8-","CD4+","CD3+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","20481","49203","6"
"444","CD4-CD8+","CD8+","CD3+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","26160","49203","7"
"445","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","14545","20481","8"
"446","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","5116","20481","9"
"447","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","477","20481","10"
"448","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","343","20481","11"
"449","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","12530","26160","12"
"450","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","12583","26160","13"
"451","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","483","26160","14"
"452","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","564","26160","15"
"453","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","9972","20481","16"
"454","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","9484","20481","17"
"455","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","655","20481","18"
"456","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","369","20481","19"
"457","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","24516","26160","20"
"458","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","426","26160","21"
"459","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","1036","26160","22"
"460","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_12828_002.fcs","UCLA","TH 22013_12828_002","2","182","26160","23"
"461","","All cells","","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","175352","","1"
"462","","Lymphocytes","All cells","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","79425","175352","2"
"463","","Singlets","Lymphocytes","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","76575","79425","3"
"464","","Live","Singlets","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","72746","76575","4"
"465","CD3+","CD3+","Live","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","49034","72746","5"
"466","CD4+CD8-","CD4+","CD3+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","20513","49034","6"
"467","CD4-CD8+","CD8+","CD3+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","25872","49034","7"
"468","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","14586","20513","8"
"469","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","5106","20513","9"
"470","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","474","20513","10"
"471","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","347","20513","11"
"472","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","12495","25872","12"
"473","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","12342","25872","13"
"474","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","478","25872","14"
"475","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","557","25872","15"
"476","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","9520","20513","16"
"477","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","9877","20513","17"
"478","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","730","20513","18"
"479","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","386","20513","19"
"480","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","24034","25872","20"
"481","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","584","25872","21"
"482","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","1054","25872","22"
"483","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_12828_003.fcs","UCLA","TH 22013_12828_003","3","200","25872","23"
"484","","All cells","","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","141125","","1"
"485","","Lymphocytes","All cells","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","61514","141125","2"
"486","","Singlets","Lymphocytes","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","59421","61514","3"
"487","","Live","Singlets","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","56449","59421","4"
"488","CD3+","CD3+","Live","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","47975","56449","5"
"489","CD4+CD8-","CD4+","CD3+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","24183","47975","6"
"490","CD4-CD8+","CD8+","CD3+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","19330","47975","7"
"491","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","18498","24183","8"
"492","CD4+CXCR3+CCR6-","CXCR3+CCR6-","CD4+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","4717","24183","9"
"493","CD4+CXCR3-CCR6+","CXCR3-CCR6+","CD4+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","632","24183","10"
"494","CD4+CXCR3+CCR6+","CXCR3+CCR6+","CD4+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","336","24183","11"
"495","CD8+CXCR3-CCR6-","CXCR3-CCR6-","CD8+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","13176","19330","12"
"496","CD8+CXCR3+CCR6-","CXCR3+CCR6-","CD8+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","5380","19330","13"
"497","CD8+CXCR3-CCR6+","CXCR3-CCR6+","CD8+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","551","19330","14"
"498","CD8+CXCR3+CCR6+","CXCR3+CCR6+","CD8+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","223","19330","15"
"499","CD4+CD38-DR-","38-DR-","CD4+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","13604","24183","16"
"500","CD4+CD38+DR-","38+DR-","CD4+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","9369","24183","17"
"501","CD4+CD38-DR+","38-DR+","CD4+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","888","24183","18"
"502","CD4+CD38+DR+","38+DR+","CD4+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","322","24183","19"
"503","CD8+CD38-DR-","38-DR-","CD8+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","17845","19330","20"
"504","CD8+CD38+DR-","38+DR-","CD8+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","309","19330","21"
"505","CD8+CD38-DR+","38-DR+","CD8+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","1042","19330","22"
"506","CD8+CD38+DR+","38+DR+","CD8+","TH 22013_1349_001.fcs","UCLA","TH 22013_1349_001","1","134","19330","23"
"507","","All cells","","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","138221","","1"
"508","","Lymphocytes","All cells","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","60737","138221","2"
"509","","Singlets","Lymphocytes","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","58735","60737","3"
"510","","Live","Singlets","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","55798","58735","4"
"511","CD3+","CD3+","Live","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","47874","55798","5"
"512","CD4+CD8-","CD4+","CD3+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","24533","47874","6"
"513","CD4-CD8+","CD8+","CD3+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","18779","47874","7"
"514","CD4+CXCR3-CCR6-","CXCR3-CCR6-","CD4+","TH 22013_1349_002.fcs","UCLA","TH 22013_1349_002","2","19117","24533","8"
