"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"434","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","20600","23768","20"
"435","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","1979","23768","21"
"436","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","791","23768","22"
"437","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_12828_001.fcs","UCLA","TCELL 22013_12828_001","1","398","23768","23"
"438","","All cells","","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","179975","","1"
"439","","Lymphocytes","All cells","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","81948","179975","2"
"440","","Singlets","Lymphocytes","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","78742","81948","3"
"441","","Live","Singlets","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","74804","78742","4"
"442","CD3+","CD3+","Live","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","50213","74804","5"
"443","CD4+CD8-","CD4+","CD3+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","20664","50213","6"
"444","CD4-CD8+","CD8+","CD3+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","26504","50213","7"
"445","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","2555","20664","8"
"446","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","9404","20664","9"
"447","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","81","20664","10"
"448","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","8624","20664","11"
"449","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","6898","26504","12"
"450","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","828","26504","13"
"451","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","10701","26504","14"
"452","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","8077","26504","15"
"453","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","9352","20664","16"
"454","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","9245","20664","17"
"455","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","1349","20664","18"
"456","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","718","20664","19"
"457","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","22977","26504","20"
"458","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","2201","26504","21"
"459","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","876","26504","22"
"460","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_12828_002.fcs","UCLA","TCELL 22013_12828_002","2","450","26504","23"
"461","","All cells","","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","179524","","1"
"462","","Lymphocytes","All cells","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","81656","179524","2"
"463","","Singlets","Lymphocytes","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","78526","81656","3"
"464","","Live","Singlets","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","74599","78526","4"
"465","CD3+","CD3+","Live","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","50098","74599","5"
"466","CD4+CD8-","CD4+","CD3+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","20706","50098","6"
"467","CD4-CD8+","CD8+","CD3+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","26443","50098","7"
"468","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","2210","20706","8"
"469","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","10172","20706","9"
"470","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","44","20706","10"
"471","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","8280","20706","11"
"472","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","6866","26443","12"
"473","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","862","26443","13"
"474","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","10536","26443","14"
"475","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","8179","26443","15"
"476","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","9301","20706","16"
"477","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","9334","20706","17"
"478","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","1344","20706","18"
"479","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","727","20706","19"
"480","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","22914","26443","20"
"481","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","2206","26443","21"
"482","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","884","26443","22"
"483","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_12828_003.fcs","UCLA","TCELL 22013_12828_003","3","439","26443","23"
"484","","All cells","","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","145576","","1"
"485","","Lymphocytes","All cells","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","62732","145576","2"
"486","","Singlets","Lymphocytes","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","60459","62732","3"
"487","","Live","Singlets","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","57436","60459","4"
"488","CD3+","CD3+","Live","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","49468","57436","5"
"489","CD4+CD8-","CD4+","CD3+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","25270","49468","6"
"490","CD4-CD8+","CD8+","CD3+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","19310","49468","7"
"491","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","6881","25270","8"
"492","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","9512","25270","9"
"493","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","709","25270","10"
"494","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","8168","25270","11"
"495","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","4363","19310","12"
"496","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","2295","19310","13"
"497","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","3888","19310","14"
"498","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","8764","19310","15"
"499","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","13020","25270","16"
"500","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","9723","25270","17"
"501","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","1891","25270","18"
"502","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","636","25270","19"
"503","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","16739","19310","20"
"504","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","1605","19310","21"
"505","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","640","19310","22"
"506","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_1349_001.fcs","UCLA","TCELL 22013_1349_001","1","326","19310","23"
"507","","All cells","","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","141241","","1"
"508","","Lymphocytes","All cells","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","63799","141241","2"
"509","","Singlets","Lymphocytes","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","61541","63799","3"
"510","","Live","Singlets","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","58463","61541","4"
"511","CD3+","CD3+","Live","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","49136","58463","5"
"512","CD4+CD8-","CD4+","CD3+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","25041","49136","6"
"513","CD4-CD8+","CD8+","CD3+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","19332","49136","7"
"514","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","6736","25041","8"
"515","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","9441","25041","9"
"516","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","651","25041","10"
"517","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","8213","25041","11"
"518","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","4043","19332","12"
"519","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","1974","19332","13"
"520","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","4314","19332","14"
"521","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","9001","19332","15"
"522","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","12745","25041","16"
"523","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","9791","25041","17"
"524","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","1860","25041","18"
"525","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","644","25041","19"
"526","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","16761","19332","20"
"527","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","1604","19332","21"
"528","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","637","19332","22"
"529","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_1349_002.fcs","UCLA","TCELL 22013_1349_002","2","330","19332","23"
"530","","All cells","","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","148905","","1"
"531","","Lymphocytes","All cells","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","62728","148905","2"
"532","","Singlets","Lymphocytes","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","60439","62728","3"
"533","","Live","Singlets","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","57417","60439","4"
"534","CD3+","CD3+","Live","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","49141","57417","5"
"535","CD4+CD8-","CD4+","CD3+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","24946","49141","6"
"536","CD4-CD8+","CD8+","CD3+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","19163","49141","7"
"537","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","6825","24946","8"
"538","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","9581","24946","9"
"539","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","618","24946","10"
"540","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","7922","24946","11"
"541","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","4070","19163","12"
"542","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","2092","19163","13"
"543","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","4065","19163","14"
"544","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","8936","19163","15"
"545","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","12917","24946","16"
"546","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","9534","24946","17"
"547","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","1853","24946","18"
"548","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","642","24946","19"
"549","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","16614","19163","20"
"550","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","1590","19163","21"
"551","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","632","19163","22"
"552","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_1349_003.fcs","UCLA","TCELL 22013_1349_003","3","327","19163","23"
"553","","All cells","","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","125166","","1"
"554","","Lymphocytes","All cells","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","66972","125166","2"
"555","","Singlets","Lymphocytes","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","64579","66972","3"
"556","","Live","Singlets","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","61350","64579","4"
"557","CD3+","CD3+","Live","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","45253","61350","5"
"558","CD4+CD8-","CD4+","CD3+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","29908","45253","6"
"559","CD4-CD8+","CD8+","CD3+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","8892","45253","7"
"560","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","4160","29908","8"
"561","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","13453","29908","9"
"562","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","158","29908","10"
"563","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","12137","29908","11"
"564","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","1927","8892","12"
"565","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","2597","8892","13"
"566","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","556","8892","14"
"567","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","3812","8892","15"
"568","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","13736","29908","16"
"569","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","13181","29908","17"
"570","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","1402","29908","18"
"571","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","1589","29908","19"
"572","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","7688","8892","20"
"573","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","759","8892","21"
"574","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","314","8892","22"
"575","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_1369_001.fcs","UCLA","TCELL 22013_1369_001","1","131","8892","23"
"576","","All cells","","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","122853","","1"
"577","","Lymphocytes","All cells","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","66478","122853","2"
"578","","Singlets","Lymphocytes","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","64078","66478","3"
"579","","Live","Singlets","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","60874","64078","4"
"580","CD3+","CD3+","Live","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","45495","60874","5"
"581","CD4+CD8-","CD4+","CD3+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","29690","45495","6"
"582","CD4-CD8+","CD8+","CD3+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","9244","45495","7"
"583","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","4299","29690","8"
"584","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","12668","29690","9"
"585","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","142","29690","10"
"586","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","12581","29690","11"
"587","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","1882","9244","12"
"588","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","2561","9244","13"
"589","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","637","9244","14"
"590","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","4164","9244","15"
"591","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","12316","29690","16"
"592","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","14405","29690","17"
"593","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","1344","29690","18"
"594","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","1625","29690","19"
"595","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","7983","9244","20"
"596","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","798","9244","21"
"597","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","336","9244","22"
"598","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_1369_002.fcs","UCLA","TCELL 22013_1369_002","2","127","9244","23"
"599","","All cells","","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","123239","","1"
"600","","Lymphocytes","All cells","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","64955","123239","2"
"601","","Singlets","Lymphocytes","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","62940","64955","3"
"602","","Live","Singlets","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","59793","62940","4"
"603","CD3+","CD3+","Live","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","44458","59793","5"
"604","CD4+CD8-","CD4+","CD3+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","30020","44458","6"
"605","CD4-CD8+","CD8+","CD3+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","8302","44458","7"
"606","CD4+CCR7-CD45RA-","CCR7-CD45RA-","CD4+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","4050","30020","8"
"607","CD4+CCR7+CD45RA-","CCR7+CD45RA-","CD4+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","14497","30020","9"
"608","CD4+CCR7-CD45RA+","CCR7-CD45RA+","CD4+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","90","30020","10"
"609","CD4+CCR7+CD45RA+","CCR7+CD45RA+","CD4+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","11383","30020","11"
"610","CD8+CCR7-CD45RA-","CCR7-CD45RA-","CD8+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","1701","8302","12"
"611","CD8+CCR7+CD45RA-","CCR7+CD45RA-","CD8+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","2388","8302","13"
"612","CD8+CCR7-CD45RA+","CCR7-CD45RA+","CD8+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","679","8302","14"
"613","CD8+CCR7+CD45RA+","CCR7+CD45RA+","CD8+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","3534","8302","15"
"614","CD4+CD38-DR-","38-DR-","CD4+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","13805","30020","16"
"615","CD4+CD38+DR-","38+DR-","CD4+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","13213","30020","17"
"616","CD4+CD38-DR+","38-DR+","CD4+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","1320","30020","18"
"617","CD4+CD38+DR+","38+DR+","CD4+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","1682","30020","19"
"618","CD8+CD38-DR-","38-DR-","CD8+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","7199","8302","20"
"619","CD8+CD38+DR-","38+DR-","CD8+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","687","8302","21"
"620","CD8+CD38-DR+","38-DR+","CD8+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","272","8302","22"
"621","CD8+CD38+DR+","38+DR+","CD8+","TCELL 22013_1369_003.fcs","UCLA","TCELL 22013_1369_003","3","144","8302","23"
"622","","All cells","","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","123684","","1"
"623","","Lymphocytes","All cells","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","34319","123684","2"
"624","","Singlets","Lymphocytes","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","No FSC-H/W channel","34319","3"
"625","","Live","Singlets","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","32603","34319","4"
"626","CD3+","CD3+","Live","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","20913","32603","5"
"627","CD4+CD8-","CD4+","CD3+","12828_1_A1_A01.fcs","Yale","12828_1_A1_A01","1","9847","20913","6"
