Population Phenotype Filename Center Sample Replicate 'Cell Count' 'Parent Population' 'Parent Count' 'Proportion of Parent'
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 1349_D6_D06.fcs' Miami 1349 3 1678 CD14-Lineage- 14566 0.1152
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 1349_D6_D06.fcs' Miami 1349 3 4979 CD14-Lineage- 14566 0.3418
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 1349_D6_D06.fcs' Miami 1349 3 4947 CD14-Lineage- 14566 0.3396
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 1349_D6_D06.fcs' Miami 1349 3 2229 CD16-CD56- 2962 0.7525
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 1349_D6_D06.fcs' Miami 1349 3 372 HLADR+ 2229 0.1669
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 1349_D6_D06.fcs' Miami 1349 3 936 HLADR+ 2229 0.4199
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 1349_D6_D06.fcs' Miami 1349 3 20 HLADR+ 2229 0.009
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 1349_D6_D06.fcs' Miami 1349 3 901 HLADR+ 2229 0.4042
'All cells'  'lot 1369_D7_D07.fcs' Miami 1369 1 200000 none 200000 1
'Lympho and Mono'  'lot 1369_D7_D07.fcs' Miami 1369 1 184773 'All cells' 200000 0.9239
'Live Cells'  'lot 1369_D7_D07.fcs' Miami 1369 1 174487 'Lympho and Mono' 184773 0.9443
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 1369_D7_D07.fcs' Miami 1369 1 21144 'Live Cells' 174487 0.1212
Monocytes CD3-CD19-CD20-CD14+ 'lot 1369_D7_D07.fcs' Miami 1369 1 35383 'Live Cells' 174487 0.2028
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 1369_D7_D07.fcs' Miami 1369 1 7307 Monocytes 35383 0.2065
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 1369_D7_D07.fcs' Miami 1369 1 2318 CD14-Lineage- 21144 0.1096
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 1369_D7_D07.fcs' Miami 1369 1 1900 CD14-Lineage- 21144 0.0899
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 1369_D7_D07.fcs' Miami 1369 1 13414 CD14-Lineage- 21144 0.6344
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 1369_D7_D07.fcs' Miami 1369 1 3512 CD14-Lineage- 21144 0.1661
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 1369_D7_D07.fcs' Miami 1369 1 1253 CD16-CD56- 2318 0.5406
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 1369_D7_D07.fcs' Miami 1369 1 244 HLADR+ 1253 0.1947
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 1369_D7_D07.fcs' Miami 1369 1 177 HLADR+ 1253 0.1413
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 1369_D7_D07.fcs' Miami 1369 1 4 HLADR+ 1253 0.0032
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 1369_D7_D07.fcs' Miami 1369 1 828 HLADR+ 1253 0.6608
'All cells'  'lot 1369_D8_D08.fcs' Miami 1369 2 200000 none 200000 1
'Lympho and Mono'  'lot 1369_D8_D08.fcs' Miami 1369 2 183977 'All cells' 200000 0.9199
'Live Cells'  'lot 1369_D8_D08.fcs' Miami 1369 2 173644 'Lympho and Mono' 183977 0.9438
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 1369_D8_D08.fcs' Miami 1369 2 20840 'Live Cells' 173644 0.12
Monocytes CD3-CD19-CD20-CD14+ 'lot 1369_D8_D08.fcs' Miami 1369 2 33162 'Live Cells' 173644 0.191
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 1369_D8_D08.fcs' Miami 1369 2 4646 Monocytes 33162 0.1401
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 1369_D8_D08.fcs' Miami 1369 2 2214 CD14-Lineage- 20840 0.1062
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 1369_D8_D08.fcs' Miami 1369 2 1614 CD14-Lineage- 20840 0.0774
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 1369_D8_D08.fcs' Miami 1369 2 13297 CD14-Lineage- 20840 0.6381
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 1369_D8_D08.fcs' Miami 1369 2 3715 CD14-Lineage- 20840 0.1783
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 1369_D8_D08.fcs' Miami 1369 2 1194 CD16-CD56- 2214 0.5393
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 1369_D8_D08.fcs' Miami 1369 2 243 HLADR+ 1194 0.2035
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 1369_D8_D08.fcs' Miami 1369 2 152 HLADR+ 1194 0.1273
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 1369_D8_D08.fcs' Miami 1369 2 0 HLADR+ 1194 0
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 1369_D8_D08.fcs' Miami 1369 2 799 HLADR+ 1194 0.6692
'All cells'  'lot 1369_D9_D09.fcs' Miami 1369 3 200000 none 200000 1
'Lympho and Mono'  'lot 1369_D9_D09.fcs' Miami 1369 3 183251 'All cells' 200000 0.9163
'Live Cells'  'lot 1369_D9_D09.fcs' Miami 1369 3 173089 'Lympho and Mono' 183251 0.9445
CD14-Lineage- CD3-CD19-CD20-CD14- 'lot 1369_D9_D09.fcs' Miami 1369 3 21439 'Live Cells' 173089 0.1239
Monocytes CD3-CD19-CD20-CD14+ 'lot 1369_D9_D09.fcs' Miami 1369 3 34631 'Live Cells' 173089 0.2001
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 'lot 1369_D9_D09.fcs' Miami 1369 3 6947 Monocytes 34631 0.2006
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 'lot 1369_D9_D09.fcs' Miami 1369 3 2281 CD14-Lineage- 21439 0.1064
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 'lot 1369_D9_D09.fcs' Miami 1369 3 1801 CD14-Lineage- 21439 0.084
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 'lot 1369_D9_D09.fcs' Miami 1369 3 13782 CD14-Lineage- 21439 0.6428
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 'lot 1369_D9_D09.fcs' Miami 1369 3 3575 CD14-Lineage- 21439 0.1668
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 'lot 1369_D9_D09.fcs' Miami 1369 3 1204 CD16-CD56- 2281 0.5278
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 'lot 1369_D9_D09.fcs' Miami 1369 3 252 HLADR+ 1204 0.2093
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 'lot 1369_D9_D09.fcs' Miami 1369 3 180 HLADR+ 1204 0.1495
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 'lot 1369_D9_D09.fcs' Miami 1369 3 0 HLADR+ 1204 0
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 'lot 1369_D9_D09.fcs' Miami 1369 3 772 HLADR+ 1204 0.6412
'All cells'  12828_1_DcMonNk_D01.fcs NHLBI 12828 1 61247 none 61247 1
'Lympho and Mono'  12828_1_DcMonNk_D01.fcs NHLBI 12828 1 54226 'All cells' 61247 0.8854
'Live Cells'  12828_1_DcMonNk_D01.fcs NHLBI 12828 1 50163 'Lympho and Mono' 54226 0.9251
CD14-Lineage- CD3-CD19-CD20-CD14- 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 7444 'Live Cells' 50163 0.1484
Monocytes CD3-CD19-CD20-CD14+ 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 14446 'Live Cells' 50163 0.288
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 333 Monocytes 14446 0.0231
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 2201 CD14-Lineage- 7444 0.2957
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 839 CD14-Lineage- 7444 0.1127
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 3838 CD14-Lineage- 7444 0.5156
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 566 CD14-Lineage- 7444 0.076
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 706 CD16-CD56- 2201 0.3208
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 286 HLADR+ 706 0.4051
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 229 HLADR+ 706 0.3244
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 5 HLADR+ 706 0.0071
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 12828_1_DcMonNk_D01.fcs NHLBI 12828 1 186 HLADR+ 706 0.2635
'All cells'  12828_2_DcMonNk_D02.fcs NHLBI 12828 2 73508 none 73508 1
'Lympho and Mono'  12828_2_DcMonNk_D02.fcs NHLBI 12828 2 65297 'All cells' 73508 0.8883
'Live Cells'  12828_2_DcMonNk_D02.fcs NHLBI 12828 2 60258 'Lympho and Mono' 65297 0.9228
CD14-Lineage- CD3-CD19-CD20-CD14- 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 9241 'Live Cells' 60258 0.1534
Monocytes CD3-CD19-CD20-CD14+ 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 16338 'Live Cells' 60258 0.2711
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 338 Monocytes 16338 0.0207
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 2119 CD14-Lineage- 9241 0.2293
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 1900 CD14-Lineage- 9241 0.2056
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 4596 CD14-Lineage- 9241 0.4973
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 626 CD14-Lineage- 9241 0.0677
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 588 CD16-CD56- 2119 0.2775
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 113 HLADR+ 588 0.1922
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 319 HLADR+ 588 0.5425
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 7 HLADR+ 588 0.0119
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 12828_2_DcMonNk_D02.fcs NHLBI 12828 2 149 HLADR+ 588 0.2534
'All cells'  12828_3_DcMonNk_D03.fcs NHLBI 12828 3 73148 none 73148 1
'Lympho and Mono'  12828_3_DcMonNk_D03.fcs NHLBI 12828 3 64720 'All cells' 73148 0.8848
'Live Cells'  12828_3_DcMonNk_D03.fcs NHLBI 12828 3 59766 'Lympho and Mono' 64720 0.9235
CD14-Lineage- CD3-CD19-CD20-CD14- 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 8939 'Live Cells' 59766 0.1496
Monocytes CD3-CD19-CD20-CD14+ 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 16490 'Live Cells' 59766 0.2759
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 334 Monocytes 16490 0.0203
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 2218 CD14-Lineage- 8939 0.2481
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 1405 CD14-Lineage- 8939 0.1572
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 4687 CD14-Lineage- 8939 0.5243
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 629 CD14-Lineage- 8939 0.0704
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 619 CD16-CD56- 2218 0.2791
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 127 HLADR+ 619 0.2052
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 285 HLADR+ 619 0.4604
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 6 HLADR+ 619 0.0097
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 12828_3_DcMonNk_D03.fcs NHLBI 12828 3 201 HLADR+ 619 0.3247
'All cells'  1349_1_DcMonNk_D04.fcs NHLBI 1349 1 71185 none 71185 1
'Lympho and Mono'  1349_1_DcMonNk_D04.fcs NHLBI 1349 1 61596 'All cells' 71185 0.8653
'Live Cells'  1349_1_DcMonNk_D04.fcs NHLBI 1349 1 56838 'Lympho and Mono' 61596 0.9228
CD14-Lineage- CD3-CD19-CD20-CD14- 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 7511 'Live Cells' 56838 0.1321
Monocytes CD3-CD19-CD20-CD14+ 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 17542 'Live Cells' 56838 0.3086
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 237 Monocytes 17542 0.0135
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 2753 CD14-Lineage- 7511 0.3665
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 1238 CD14-Lineage- 7511 0.1648
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 2555 CD14-Lineage- 7511 0.3402
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 965 CD14-Lineage- 7511 0.1285
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 508 CD16-CD56- 2753 0.1845
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 67 HLADR+ 508 0.1319
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 190 HLADR+ 508 0.374
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 4 HLADR+ 508 0.0079
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 1349_1_DcMonNk_D04.fcs NHLBI 1349 1 247 HLADR+ 508 0.4862
'All cells'  1349_2_DcMonNk_D05.fcs NHLBI 1349 2 73123 none 73123 1
'Lympho and Mono'  1349_2_DcMonNk_D05.fcs NHLBI 1349 2 63140 'All cells' 73123 0.8635
'Live Cells'  1349_2_DcMonNk_D05.fcs NHLBI 1349 2 58156 'Lympho and Mono' 63140 0.9211
CD14-Lineage- CD3-CD19-CD20-CD14- 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 7991 'Live Cells' 58156 0.1374
Monocytes CD3-CD19-CD20-CD14+ 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 16620 'Live Cells' 58156 0.2858
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 179 Monocytes 16620 0.0108
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 3144 CD14-Lineage- 7991 0.3934
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 849 CD14-Lineage- 7991 0.1062
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 2981 CD14-Lineage- 7991 0.373
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 1017 CD14-Lineage- 7991 0.1273
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 534 CD16-CD56- 3144 0.1698
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 77 HLADR+ 534 0.1442
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 187 HLADR+ 534 0.3502
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 4 HLADR+ 534 0.0075
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 1349_2_DcMonNk_D05.fcs NHLBI 1349 2 266 HLADR+ 534 0.4981
'All cells'  1349_3_DcMonNk_D06.fcs NHLBI 1349 3 68268 none 68268 1
'Lympho and Mono'  1349_3_DcMonNk_D06.fcs NHLBI 1349 3 59014 'All cells' 68268 0.8644
'Live Cells'  1349_3_DcMonNk_D06.fcs NHLBI 1349 3 54517 'Lympho and Mono' 59014 0.9238
CD14-Lineage- CD3-CD19-CD20-CD14- 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 7068 'Live Cells' 54517 0.1296
Monocytes CD3-CD19-CD20-CD14+ 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 17973 'Live Cells' 54517 0.3297
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 254 Monocytes 17973 0.0141
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 2873 CD14-Lineage- 7068 0.4065
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 860 CD14-Lineage- 7068 0.1217
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 2456 CD14-Lineage- 7068 0.3475
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 879 CD14-Lineage- 7068 0.1244
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 533 CD16-CD56- 2873 0.1855
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 71 HLADR+ 533 0.1332
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 187 HLADR+ 533 0.3508
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 4 HLADR+ 533 0.0075
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 1349_3_DcMonNk_D06.fcs NHLBI 1349 3 271 HLADR+ 533 0.5084
'All cells'  1369_1_DcMonNk_D07.fcs NHLBI 1369 1 81911 none 81911 1
'Lympho and Mono'  1369_1_DcMonNk_D07.fcs NHLBI 1369 1 71399 'All cells' 81911 0.8717
'Live Cells'  1369_1_DcMonNk_D07.fcs NHLBI 1369 1 65497 'Lympho and Mono' 71399 0.9173
CD14-Lineage- CD3-CD19-CD20-CD14- 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 7820 'Live Cells' 65497 0.1194
Monocytes CD3-CD19-CD20-CD14+ 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 14533 'Live Cells' 65497 0.2219
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 252 Monocytes 14533 0.0173
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 1768 CD14-Lineage- 7820 0.2261
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 1637 CD14-Lineage- 7820 0.2093
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 3796 CD14-Lineage- 7820 0.4854
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 619 CD14-Lineage- 7820 0.0792
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 525 CD16-CD56- 1768 0.2969
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 112 HLADR+ 525 0.2133
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 150 HLADR+ 525 0.2857
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 1 HLADR+ 525 0.0019
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 1369_1_DcMonNk_D07.fcs NHLBI 1369 1 262 HLADR+ 525 0.499
'All cells'  1369_2_DcMonNk_D08.fcs NHLBI 1369 2 92076 none 92076 1
'Lympho and Mono'  1369_2_DcMonNk_D08.fcs NHLBI 1369 2 80434 'All cells' 92076 0.8736
'Live Cells'  1369_2_DcMonNk_D08.fcs NHLBI 1369 2 73214 'Lympho and Mono' 80434 0.9102
CD14-Lineage- CD3-CD19-CD20-CD14- 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 9142 'Live Cells' 73214 0.1249
Monocytes CD3-CD19-CD20-CD14+ 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 13456 'Live Cells' 73214 0.1838
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 289 Monocytes 13456 0.0215
CD16-CD56- CD3-CD19-CD20-CD14-CD16-CD56- 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 2134 CD14-Lineage- 9142 0.2334
CD16+CD56- CD3-CD19-CD20-CD14-CD16+CD56- 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 1789 CD14-Lineage- 9142 0.1957
CD16+CD56+ CD3-CD19-CD20-CD14-CD16+CD56+ 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 4498 CD14-Lineage- 9142 0.492
CD16-CD56+ CD3-CD19-CD20-CD14-CD16-CD56+ 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 721 CD14-Lineage- 9142 0.0789
HLADR+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+ 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 465 CD16-CD56- 2134 0.2179
CD11c-CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123- 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 98 HLADR+ 465 0.2108
CD11c+CD123- CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123- 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 125 HLADR+ 465 0.2688
CD11c+CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c+CD123+ 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 1 HLADR+ 465 0.0022
CD11c-CD123+ CD3-CD19-CD20-CD14-CD16-CD56-HLADR+CD11c-CD123+ 1369_2_DcMonNk_D08.fcs NHLBI 1369 2 241 HLADR+ 465 0.5183
'All cells'  1369_3_DcMonNk_D09.fcs NHLBI 1369 3 94227 none 94227 1
'Lympho and Mono'  1369_3_DcMonNk_D09.fcs NHLBI 1369 3 82383 'All cells' 94227 0.8743
'Live Cells'  1369_3_DcMonNk_D09.fcs NHLBI 1369 3 75206 'Lympho and Mono' 82383 0.9129
CD14-Lineage- CD3-CD19-CD20-CD14- 1369_3_DcMonNk_D09.fcs NHLBI 1369 3 9421 'Live Cells' 75206 0.1253
Monocytes CD3-CD19-CD20-CD14+ 1369_3_DcMonNk_D09.fcs NHLBI 1369 3 13725 'Live Cells' 75206 0.1825
CD14+CD16+ CD3-CD19-CD20-CD14+CD16+ 1369_3_DcMonNk_D09.fcs NHLBI 1369 3 358 Monocytes 13725 0.0261
