"","Phenotype","Population","Parent population","Filename","Center","Sample","Replicate","Cell count","Parent Cell count","Population #"
"422","","Lymphocytes","All cells","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","34351","122514","2"
"423","","Singlets","Lymphocytes","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","No FSC-H/W channel","34351","3"
"424","","Live","Singlets","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","32633","34351","4"
"425","CD3+","CD3+","Live","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","20611","32633","5"
"426","CD4+","CD4+","CD3+","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","9516","20611","6"
"427","CD25+CD127-","CD25+CD127-","CD4+","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","1944","9516","7"
"428","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","831","1944","8"
"429","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","17","1944","9"
"430","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","389","1944","10"
"431","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","707","1944","11"
"432","CCR4-DR-","CCR4-DR-","CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","1165","1944","12"
"433","CCR4+DR-","CCR4+DR-","CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","463","1944","13"
"434","CCR4-DR+","CCR4-DR+","CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","51","1944","14"
"435","CCR4+DR+","CCR4+DR+","CD25+CD127-","12828_2_B2_B02.fcs","Yale","12828_2_B2_B02","2","265","1944","15"
"436","","All cells","","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","113251","","1"
"437","","Lymphocytes","All cells","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","32318","113251","2"
"438","","Singlets","Lymphocytes","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","No FSC-H/W channel","32318","3"
"439","","Live","Singlets","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","30702","32318","4"
"440","CD3+","CD3+","Live","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","19318","30702","5"
"441","CD4+","CD4+","CD3+","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","8962","19318","6"
"442","CD25+CD127-","CD25+CD127-","CD4+","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","1475","8962","7"
"443","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","668","1475","8"
"444","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","17","1475","9"
"445","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","198","1475","10"
"446","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","592","1475","11"
"447","CCR4-DR-","CCR4-DR-","CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","827","1475","12"
"448","CCR4+DR-","CCR4+DR-","CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","338","1475","13"
"449","CCR4-DR+","CCR4-DR+","CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","52","1475","14"
"450","CCR4+DR+","CCR4+DR+","CD25+CD127-","12828_3_B3_B03.fcs","Yale","12828_3_B3_B03","3","258","1475","15"
"451","","All cells","","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","58669","","1"
"452","","Lymphocytes","All cells","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","23435","58669","2"
"453","","Singlets","Lymphocytes","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","No FSC-H/W channel","23435","3"
"454","","Live","Singlets","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","22263","23435","4"
"455","CD3+","CD3+","Live","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","16647","22263","5"
"456","CD4+","CD4+","CD3+","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","8836","16647","6"
"457","CD25+CD127-","CD25+CD127-","CD4+","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","1003","8836","7"
"458","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","472","1003","8"
"459","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","0","1003","9"
"460","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","205","1003","10"
"461","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","326","1003","11"
"462","CCR4-DR-","CCR4-DR-","CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","589","1003","12"
"463","CCR4+DR-","CCR4+DR-","CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","168","1003","13"
"464","CCR4-DR+","CCR4-DR+","CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","66","1003","14"
"465","CCR4+DR+","CCR4+DR+","CD25+CD127-","1349_1_B4_B04.fcs","Yale","1349_1_B4_B04","1","180","1003","15"
"466","","All cells","","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","61163","","1"
"467","","Lymphocytes","All cells","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","23288","61163","2"
"468","","Singlets","Lymphocytes","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","No FSC-H/W channel","23288","3"
"469","","Live","Singlets","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","22123","23288","4"
"470","CD3+","CD3+","Live","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","16257","22123","5"
"471","CD4+","CD4+","CD3+","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","8617","16257","6"
"472","CD25+CD127-","CD25+CD127-","CD4+","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","370","8617","7"
"473","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","77","370","8"
"474","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","4","370","9"
"475","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","63","370","10"
"476","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","226","370","11"
"477","CCR4-DR-","CCR4-DR-","CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","139","370","12"
"478","CCR4+DR-","CCR4+DR-","CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","99","370","13"
"479","CCR4-DR+","CCR4-DR+","CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","16","370","14"
"480","CCR4+DR+","CCR4+DR+","CD25+CD127-","1349_2_B5_B05.fcs","Yale","1349_2_B5_B05","2","116","370","15"
"481","","All cells","","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","59365","","1"
"482","","Lymphocytes","All cells","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","22918","59365","2"
"483","","Singlets","Lymphocytes","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","No FSC-H/W channel","22918","3"
"484","","Live","Singlets","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","21772","22918","4"
"485","CD3+","CD3+","Live","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","16238","21772","5"
"486","CD4+","CD4+","CD3+","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","8480","16238","6"
"487","CD25+CD127-","CD25+CD127-","CD4+","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","1074","8480","7"
"488","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","533","1074","8"
"489","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","3","1074","9"
"490","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","286","1074","10"
"491","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","252","1074","11"
"492","CCR4-DR-","CCR4-DR-","CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","680","1074","12"
"493","CCR4+DR-","CCR4+DR-","CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","156","1074","13"
"494","CCR4-DR+","CCR4-DR+","CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","79","1074","14"
"495","CCR4+DR+","CCR4+DR+","CD25+CD127-","1349_3_B6_B06.fcs","Yale","1349_3_B6_B06","3","159","1074","15"
"496","","All cells","","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","54896","","1"
"497","","Lymphocytes","All cells","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","24596","54896","2"
"498","","Singlets","Lymphocytes","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","No FSC-H/W channel","24596","3"
"499","","Live","Singlets","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","23366","24596","4"
"500","CD3+","CD3+","Live","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","17828","23366","5"
"501","CD4+","CD4+","CD3+","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","12109","17828","6"
"502","CD25+CD127-","CD25+CD127-","CD4+","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","1102","12109","7"
"503","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","682","1102","8"
"504","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","6","1102","9"
"505","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","251","1102","10"
"506","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","163","1102","11"
"507","CCR4-DR-","CCR4-DR-","CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","850","1102","12"
"508","CCR4+DR-","CCR4+DR-","CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","170","1102","13"
"509","CCR4-DR+","CCR4-DR+","CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","43","1102","14"
"510","CCR4+DR+","CCR4+DR+","CD25+CD127-","1369_1_B7_B07.fcs","Yale","1369_1_B7_B07","1","39","1102","15"
"511","","All cells","","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","59645","","1"
"512","","Lymphocytes","All cells","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","27370","59645","2"
"513","","Singlets","Lymphocytes","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","No FSC-H/W channel","27370","3"
"514","","Live","Singlets","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","26001","27370","4"
"515","CD3+","CD3+","Live","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","19675","26001","5"
"516","CD4+","CD4+","CD3+","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","13182","19675","6"
"517","CD25+CD127-","CD25+CD127-","CD4+","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","1066","13182","7"
"518","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","677","1066","8"
"519","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","4","1066","9"
"520","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","233","1066","10"
"521","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","152","1066","11"
"522","CCR4-DR-","CCR4-DR-","CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","823","1066","12"
"523","CCR4+DR-","CCR4+DR-","CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","146","1066","13"
"524","CCR4-DR+","CCR4-DR+","CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","56","1066","14"
"525","CCR4+DR+","CCR4+DR+","CD25+CD127-","1369_2_B8_B08.fcs","Yale","1369_2_B8_B08","2","41","1066","15"
"526","","All cells","","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","54342","","1"
"527","","Lymphocytes","All cells","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","25785","54342","2"
"528","","Singlets","Lymphocytes","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","No FSC-H/W channel","25785","3"
"529","","Live","Singlets","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","24495","25785","4"
"530","CD3+","CD3+","Live","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","18458","24495","5"
"531","CD4+","CD4+","CD3+","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","12558","18458","6"
"532","CD25+CD127-","CD25+CD127-","CD4+","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","1128","12558","7"
"533","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","692","1128","8"
"534","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","5","1128","9"
"535","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","266","1128","10"
"536","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","165","1128","11"
"537","CCR4-DR-","CCR4-DR-","CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","876","1128","12"
"538","CCR4+DR-","CCR4+DR-","CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","175","1128","13"
"539","CCR4-DR+","CCR4-DR+","CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","42","1128","14"
"540","CCR4+DR+","CCR4+DR+","CD25+CD127-","1369_3_B9_B09.fcs","Yale","1369_3_B9_B09","3","35","1128","15"
"541","","All cells","","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","82515","","1"
"542","","Lymphocytes","All cells","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","48265","82515","2"
"543","","Singlets","Lymphocytes","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","45935","48265","3"
"544","","Live","Singlets","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","43638","45935","4"
"545","CD3+","CD3+","Live","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","28166","43638","5"
"546","CD4+","CD4+","CD3+","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","13006","28166","6"
"547","CD25+CD127-","CD25+CD127-","CD4+","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","2192","13006","7"
"548","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","861","2192","8"
"549","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","155","2192","9"
"550","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","161","2192","10"
"551","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","1015","2192","11"
"552","CCR4-DR-","CCR4-DR-","CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","984","2192","12"
"553","CCR4+DR-","CCR4+DR-","CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","772","2192","13"
"554","CCR4-DR+","CCR4-DR+","CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","18","2192","14"
"555","CCR4+DR+","CCR4+DR+","CD25+CD127-","12828_1_Treg_B01.fcs","NHLBI","12828_1_Treg_B01","1","418","2192","15"
"556","","All cells","","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","131847","","1"
"557","","Lymphocytes","All cells","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","78228","131847","2"
"558","","Singlets","Lymphocytes","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","75248","78228","3"
"559","","Live","Singlets","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","71485","75248","4"
"560","CD3+","CD3+","Live","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","46384","71485","5"
"561","CD4+","CD4+","CD3+","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","21645","46384","6"
"562","CD25+CD127-","CD25+CD127-","CD4+","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","3384","21645","7"
"563","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","1117","3384","8"
"564","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","169","3384","9"
"565","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","246","3384","10"
"566","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","1852","3384","11"
"567","CCR4-DR-","CCR4-DR-","CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","1386","3384","12"
"568","CCR4+DR-","CCR4+DR-","CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","1229","3384","13"
"569","CCR4-DR+","CCR4-DR+","CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","11","3384","14"
"570","CCR4+DR+","CCR4+DR+","CD25+CD127-","12828_2_Treg_B02.fcs","NHLBI","12828_2_Treg_B02","2","758","3384","15"
"571","","All cells","","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","135496","","1"
"572","","Lymphocytes","All cells","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","78895","135496","2"
"573","","Singlets","Lymphocytes","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","75990","78895","3"
"574","","Live","Singlets","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","72190","75990","4"
"575","CD3+","CD3+","Live","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","46625","72190","5"
"576","CD4+","CD4+","CD3+","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","21595","46625","6"
"577","CD25+CD127-","CD25+CD127-","CD4+","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","2794","21595","7"
"578","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","885","2794","8"
"579","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","141","2794","9"
"580","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","183","2794","10"
"581","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","1585","2794","11"
"582","CCR4-DR-","CCR4-DR-","CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","1077","2794","12"
"583","CCR4+DR-","CCR4+DR-","CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","1026","2794","13"
"584","CCR4-DR+","CCR4-DR+","CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","12","2794","14"
"585","CCR4+DR+","CCR4+DR+","CD25+CD127-","12828_3_Treg_B03.fcs","NHLBI","12828_3_Treg_B03","3","679","2794","15"
"586","","All cells","","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","138157","","1"
"587","","Lymphocytes","All cells","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","75808","138157","2"
"588","","Singlets","Lymphocytes","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","73440","75808","3"
"589","","Live","Singlets","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","69768","73440","4"
"590","CD3+","CD3+","Live","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","50913","69768","5"
"591","CD4+","CD4+","CD3+","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","26657","50913","6"
"592","CD25+CD127-","CD25+CD127-","CD4+","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","1949","26657","7"
"593","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","282","1949","8"
"594","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","45","1949","9"
"595","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","212","1949","10"
"596","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","1410","1949","11"
"597","CCR4-DR-","CCR4-DR-","CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","518","1949","12"
"598","CCR4+DR-","CCR4+DR-","CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","719","1949","13"
"599","CCR4-DR+","CCR4-DR+","CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","18","1949","14"
"600","CCR4+DR+","CCR4+DR+","CD25+CD127-","1349_1_Treg_B04.fcs","NHLBI","1349_1_Treg_B04","1","694","1949","15"
"601","","All cells","","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","137287","","1"
"602","","Lymphocytes","All cells","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","78994","137287","2"
"603","","Singlets","Lymphocytes","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","76482","78994","3"
"604","","Live","Singlets","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","72657","76482","4"
"605","CD3+","CD3+","Live","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","51265","72657","5"
"606","CD4+","CD4+","CD3+","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","26867","51265","6"
"607","CD25+CD127-","CD25+CD127-","CD4+","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","2002","26867","7"
"608","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","336","2002","8"
"609","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","53","2002","9"
"610","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","202","2002","10"
"611","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","1411","2002","11"
"612","CCR4-DR-","CCR4-DR-","CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","559","2002","12"
"613","CCR4+DR-","CCR4+DR-","CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","741","2002","13"
"614","CCR4-DR+","CCR4-DR+","CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","16","2002","14"
"615","CCR4+DR+","CCR4+DR+","CD25+CD127-","1349_2_Treg_B05.fcs","NHLBI","1349_2_Treg_B05","2","686","2002","15"
"616","","All cells","","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","122297","","1"
"617","","Lymphocytes","All cells","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","69521","122297","2"
"618","","Singlets","Lymphocytes","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","67317","69521","3"
"619","","Live","Singlets","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","63951","67317","4"
"620","CD3+","CD3+","Live","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","45380","63951","5"
"621","CD4+","CD4+","CD3+","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","23714","45380","6"
"622","CD25+CD127-","CD25+CD127-","CD4+","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","1728","23714","7"
"623","CCR4-CD45RO-","CCR4-CD45RO-","CD25+CD127-","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","297","1728","8"
"624","CCR4+CD45RO-","CCR4+CD45RO-","CD25+CD127-","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","12","1728","9"
"625","CCR4-CD45RO+","CCR4-CD45RO+","CD25+CD127-","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","223","1728","10"
"626","CCR4+CD45RO+","CCR4+CD45RO+","CD25+CD127-","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","1196","1728","11"
"627","CCR4-DR-","CCR4-DR-","CD25+CD127-","1349_3_Treg_B06.fcs","NHLBI","1349_3_Treg_B06","3","510","1728","12"
