"Population","Filename","Center","Sample","Replicate","Proportion","Count","Parent","Count_Parent"
"IgD+CD27+","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.11631682709034,1003,"CD19&CD20",8623
"IgD-CD27+","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.137423170590282,1185,"CD19&CD20",8623
"IgD-CD27-","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.10738722022498,926,"CD19&CD20",8623
"CD3","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.742260709504685,70972,"Live",95616
"CD20","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.091773343373494,8775,"Live",95616
"CD19","BCELL 22013_1369_001.fcs","UCLA","1369","1",0.0910621653279786,8707,"Live",95616
"Lymphocytes","BCELL 22013_1369_001.fcs","UCLA","1369","1",1,106992,"nonDebris",106992
"Plasmablasts","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.55,44,"CD19&!CD20",80
"Transitional","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.0276213171577123,255,"CD19&CD20",9232
"IgD-CD27+","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.145580589254766,1344,"CD19&CD20",9232
"IgD+CD27-","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.618500866551127,5710,"CD19&CD20",9232
"IgD-CD27-","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.115359618717504,1065,"CD19&CD20",9232
"IgD+CD27+","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.120558925476603,1113,"CD19&CD20",9232
"CD20","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.0986811806573163,9428,"Live",95540
"CD19","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.0974670295164329,9312,"Live",95540
"CD3","BCELL 22013_1369_002.fcs","UCLA","1369","2",0.726658990998535,69425,"Live",95540
"Lymphocytes","BCELL 22013_1369_002.fcs","UCLA","1369","2",1,107649,"nonDebris",107649
"Plasmablasts","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.626865671641791,42,"CD19&!CD20",67
"Transitional","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.0318866253321523,252,"CD19&CD20",7903
"IgD-CD27-","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.116917626217892,924,"CD19&CD20",7903
"IgD-CD27+","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.137163102619259,1084,"CD19&CD20",7903
"IgD+CD27-","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.632418069087688,4998,"CD19&CD20",7903
"IgD+CD27+","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.113501202075161,897,"CD19&CD20",7903
"CD3","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.736049430391968,60992,"Live",82864
"CD19","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.0961816953079745,7970,"Live",82864
"CD20","BCELL 22013_1369_003.fcs","UCLA","1369","3",0.0972919482525584,8062,"Live",82864
"Lymphocytes","BCELL 22013_1369_003.fcs","UCLA","1369","3",1,93056,"nonDebris",93056
"Plasmablasts","lot 12828_C1_C01.fcs","Miami","12828","1",0.692307692307692,36,"CD19&!CD20",52
"Transitional","lot 12828_C1_C01.fcs","Miami","12828","1",0.0712987442167878,863,"CD19&CD20",12104
"IgD+CD27-","lot 12828_C1_C01.fcs","Miami","12828","1",0.76297091870456,9235,"CD19&CD20",12104
"IgD+CD27+","lot 12828_C1_C01.fcs","Miami","12828","1",0.0673331130204891,815,"CD19&CD20",12104
"IgD-CD27-","lot 12828_C1_C01.fcs","Miami","12828","1",0.105006609385327,1271,"CD19&CD20",12104
"IgD-CD27+","lot 12828_C1_C01.fcs","Miami","12828","1",0.0646893588896233,783,"CD19&CD20",12104
"CD19","lot 12828_C1_C01.fcs","Miami","12828","1",0.189875197200918,12156,"Live",64021
"CD3","lot 12828_C1_C01.fcs","Miami","12828","1",0.665203605067087,42587,"Live",64021
"CD20","lot 12828_C1_C01.fcs","Miami","12828","1",0.194155042876556,12430,"Live",64021
"Lymphocytes","lot 12828_C1_C01.fcs","Miami","12828","1",1,65422,"nonDebris",65422
"Plasmablasts","lot 12828_C2_C02.fcs","Miami","12828","2",0.525,21,"CD19&!CD20",40
"IgD-CD27-","lot 12828_C2_C02.fcs","Miami","12828","2",0.107776011737376,1763,"CD19&CD20",16358
"IgD-CD27+","lot 12828_C2_C02.fcs","Miami","12828","2",0.0630883971145617,1032,"CD19&CD20",16358
"Transitional","lot 12828_C2_C02.fcs","Miami","12828","2",0.0672453845213351,1100,"CD19&CD20",16358
"IgD+CD27-","lot 12828_C2_C02.fcs","Miami","12828","2",0.74825773321922,12240,"CD19&CD20",16358
"IgD+CD27+","lot 12828_C2_C02.fcs","Miami","12828","2",0.0808778579288422,1323,"CD19&CD20",16358
"CD19","lot 12828_C2_C02.fcs","Miami","12828","2",0.200466998374063,16398,"Live",81799
"CD3","lot 12828_C2_C02.fcs","Miami","12828","2",0.660044743823274,53991,"Live",81799
"CD20","lot 12828_C2_C02.fcs","Miami","12828","2",0.205601535471094,16818,"Live",81799
"Lymphocytes","lot 12828_C2_C02.fcs","Miami","12828","2",1,83804,"nonDebris",83804
"Plasmablasts","lot 12828_C3_C03.fcs","Miami","12828","3",0.62,31,"CD19&!CD20",50
"IgD-CD27-","lot 12828_C3_C03.fcs","Miami","12828","3",0.126456414323187,2073,"CD19&CD20",16393
"Transitional","lot 12828_C3_C03.fcs","Miami","12828","3",0.0718599402183859,1178,"CD19&CD20",16393
"IgD-CD27+","lot 12828_C3_C03.fcs","Miami","12828","3",0.060330628926981,989,"CD19&CD20",16393
"IgD+CD27+","lot 12828_C3_C03.fcs","Miami","12828","3",0.0662477886902946,1086,"CD19&CD20",16393
"IgD+CD27-","lot 12828_C3_C03.fcs","Miami","12828","3",0.746965168059538,12245,"CD19&CD20",16393
"CD3","lot 12828_C3_C03.fcs","Miami","12828","3",0.663874114019679,54044,"Live",81407
"CD20","lot 12828_C3_C03.fcs","Miami","12828","3",0.207279472281253,16874,"Live",81407
"CD19","lot 12828_C3_C03.fcs","Miami","12828","3",0.201985087277507,16443,"Live",81407
"Lymphocytes","lot 12828_C3_C03.fcs","Miami","12828","3",1,83160,"nonDebris",83160
"Plasmablasts","lot 1349_C4_C04.fcs","Miami","1349","1",0.259259259259259,7,"CD19&!CD20",27
"Transitional","lot 1349_C4_C04.fcs","Miami","1349","1",0.0702927175124076,694,"CD19&CD20",9873
"IgD+CD27-","lot 1349_C4_C04.fcs","Miami","1349","1",0.68540463891421,6767,"CD19&CD20",9873
"IgD+CD27+","lot 1349_C4_C04.fcs","Miami","1349","1",0.0370707991491948,366,"CD19&CD20",9873
"IgD-CD27-","lot 1349_C4_C04.fcs","Miami","1349","1",0.130659374050441,1290,"CD19&CD20",9873
"IgD-CD27+","lot 1349_C4_C04.fcs","Miami","1349","1",0.146865187886154,1450,"CD19&CD20",9873
"CD3","lot 1349_C4_C04.fcs","Miami","1349","1",0.786739643018582,64397,"Live",81853
"CD20","lot 1349_C4_C04.fcs","Miami","1349","1",0.122939904462879,10063,"Live",81853
"CD19","lot 1349_C4_C04.fcs","Miami","1349","1",0.120948529681258,9900,"Live",81853
"Lymphocytes","lot 1349_C4_C04.fcs","Miami","1349","1",1,83875,"nonDebris",83875
"Plasmablasts","lot 1349_C5_C05.fcs","Miami","1349","2",0.245283018867925,13,"CD19&!CD20",53
"IgD-CD27-","lot 1349_C5_C05.fcs","Miami","1349","2",0.124027626317703,1706,"CD19&CD20",13755
"IgD+CD27-","lot 1349_C5_C05.fcs","Miami","1349","2",0.688186114140313,9466,"CD19&CD20",13755
"IgD+CD27+","lot 1349_C5_C05.fcs","Miami","1349","2",0.0398400581606689,548,"CD19&CD20",13755
"Transitional","lot 1349_C5_C05.fcs","Miami","1349","2",0.0553253362413668,761,"CD19&CD20",13755
"IgD-CD27+","lot 1349_C5_C05.fcs","Miami","1349","2",0.147946201381316,2035,"CD19&CD20",13755
"CD19","lot 1349_C5_C05.fcs","Miami","1349","2",0.136661454106376,13808,"Live",101038
"CD3","lot 1349_C5_C05.fcs","Miami","1349","2",0.770591262693244,77859,"Live",101038
"CD20","lot 1349_C5_C05.fcs","Miami","1349","2",0.138433064787506,13987,"Live",101038
"Lymphocytes","lot 1349_C5_C05.fcs","Miami","1349","2",1,103908,"nonDebris",103908
"Plasmablasts","lot 1349_C6_C06.fcs","Miami","1349","3",0.419354838709677,13,"CD19&!CD20",31
"IgD+CD27+","lot 1349_C6_C06.fcs","Miami","1349","3",0.0407080819465624,614,"CD19&CD20",15083
"Transitional","lot 1349_C6_C06.fcs","Miami","1349","3",0.0589405290724657,889,"CD19&CD20",15083
"IgD-CD27+","lot 1349_C6_C06.fcs","Miami","1349","3",0.145196578929921,2190,"CD19&CD20",15083
"IgD-CD27-","lot 1349_C6_C06.fcs","Miami","1349","3",0.112709673141948,1700,"CD19&CD20",15083
"IgD+CD27-","lot 1349_C6_C06.fcs","Miami","1349","3",0.701385665981569,10579,"CD19&CD20",15083
"CD3","lot 1349_C6_C06.fcs","Miami","1349","3",0.76413721901544,81415,"Live",106545
"CD19","lot 1349_C6_C06.fcs","Miami","1349","3",0.141855553991271,15114,"Live",106545
"CD20","lot 1349_C6_C06.fcs","Miami","1349","3",0.14408935191703,15352,"Live",106545
"Lymphocytes","lot 1349_C6_C06.fcs","Miami","1349","3",1,109439,"nonDebris",109439
"Plasmablasts","lot 1369_C7_C07.fcs","Miami","1369","1",0.44,11,"CD19&!CD20",25
"Transitional","lot 1369_C7_C07.fcs","Miami","1369","1",0.0471478463329453,648,"CD19&CD20",13744
"IgD-CD27-","lot 1369_C7_C07.fcs","Miami","1369","1",0.114740977881257,1577,"CD19&CD20",13744
"IgD+CD27+","lot 1369_C7_C07.fcs","Miami","1369","1",0.159196740395809,2188,"CD19&CD20",13744
"IgD-CD27+","lot 1369_C7_C07.fcs","Miami","1369","1",0.150538416763679,2069,"CD19&CD20",13744
"IgD+CD27-","lot 1369_C7_C07.fcs","Miami","1369","1",0.575523864959255,7910,"CD19&CD20",13744
"CD20","lot 1369_C7_C07.fcs","Miami","1369","1",0.114817575011341,14174,"Live",123448
"CD19","lot 1369_C7_C07.fcs","Miami","1369","1",0.111536841423109,13769,"Live",123448
"CD3","lot 1369_C7_C07.fcs","Miami","1369","1",0.750089106344372,92597,"Live",123448
"Lymphocytes","lot 1369_C7_C07.fcs","Miami","1369","1",1,124330,"nonDebris",124330
"Plasmablasts","lot 1369_C8_C08.fcs","Miami","1369","2",0.466666666666667,7,"CD19&!CD20",15
"IgD-CD27-","lot 1369_C8_C08.fcs","Miami","1369","2",0.0993155468640872,1422,"CD19&CD20",14318
"IgD+CD27-","lot 1369_C8_C08.fcs","Miami","1369","2",0.571308842017041,8180,"CD19&CD20",14318
"IgD+CD27+","lot 1369_C8_C08.fcs","Miami","1369","2",0.180681659449644,2587,"CD19&CD20",14318
"IgD-CD27+","lot 1369_C8_C08.fcs","Miami","1369","2",0.148693951669228,2129,"CD19&CD20",14318
"Transitional","lot 1369_C8_C08.fcs","Miami","1369","2",0.0408576616845928,585,"CD19&CD20",14318
"CD20","lot 1369_C8_C08.fcs","Miami","1369","2",0.11634836357873,14682,"Live",126190
"CD19","lot 1369_C8_C08.fcs","Miami","1369","2",0.113582692764878,14333,"Live",126190
"CD3","lot 1369_C8_C08.fcs","Miami","1369","2",0.747602821142721,94340,"Live",126190
"Lymphocytes","lot 1369_C8_C08.fcs","Miami","1369","2",1,127249,"nonDebris",127249
"Plasmablasts","lot 1369_C9_C09.fcs","Miami","1369","3",0.5,7,"CD19&!CD20",14
"IgD-CD27+","lot 1369_C9_C09.fcs","Miami","1369","3",0.157657354426119,2342,"CD19&CD20",14855
"IgD-CD27-","lot 1369_C9_C09.fcs","Miami","1369","3",0.117805452709525,1750,"CD19&CD20",14855
"IgD+CD27-","lot 1369_C9_C09.fcs","Miami","1369","3",0.56317738135308,8366,"CD19&CD20",14855
"IgD+CD27+","lot 1369_C9_C09.fcs","Miami","1369","3",0.161359811511276,2397,"CD19&CD20",14855
"Transitional","lot 1369_C9_C09.fcs","Miami","1369","3",0.0523056210030293,777,"CD19&CD20",14855
"CD3","lot 1369_C9_C09.fcs","Miami","1369","3",0.744942248511251,93196,"Live",125105
"CD20","lot 1369_C9_C09.fcs","Miami","1369","3",0.12174573358379,15231,"Live",125105
"CD19","lot 1369_C9_C09.fcs","Miami","1369","3",0.118852164182087,14869,"Live",125105
"Lymphocytes","lot 1369_C9_C09.fcs","Miami","1369","3",1,126249,"nonDebris",126249
